# Logfile created on 2017-02-06 13:39:59 +0100 by logger.rb/56438
I, [2017-02-06T15:18:19.398591 #24111]  INFO -- : (0.000176s) PRAGMA foreign_keys = 1
I, [2017-02-06T16:40:27.566137 #26634]  INFO -- : (0.000305s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:40:27.566924 #26634]  INFO -- : (0.000157s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:40:27.567296 #26634]  INFO -- : (0.000135s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:40:27.567788 #26634]  INFO -- : (0.000144s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:48:56.784432 #26634]  INFO -- : (0.000477s) PRAGMA foreign_keys = 1
I, [2017-02-06T16:48:56.784617 #26634]  INFO -- : (0.000045s) PRAGMA case_sensitive_like = 1
I, [2017-02-06T16:48:56.785040 #26634]  INFO -- : (0.000310s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T16:48:56.785559 #26634]  INFO -- : (0.000252s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:48:56.786018 #26634]  INFO -- : (0.000242s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:48:56.786478 #26634]  INFO -- : (0.000248s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:48:56.786903 #26634]  INFO -- : (0.000235s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:52:11.409104 #26634]  INFO -- : (0.000380s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T16:52:11.409698 #26634]  INFO -- : (0.000292s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:52:11.410247 #26634]  INFO -- : (0.000316s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:52:11.410690 #26634]  INFO -- : (0.000245s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:52:11.411176 #26634]  INFO -- : (0.000224s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:53:20.343416 #26634]  INFO -- : (0.000310s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T16:53:20.343887 #26634]  INFO -- : (0.000220s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:53:20.344302 #26634]  INFO -- : (0.000212s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:53:20.344667 #26634]  INFO -- : (0.000180s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:53:20.344983 #26634]  INFO -- : (0.000170s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:53:44.703678 #26634]  INFO -- : (0.000331s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T16:53:44.704180 #26634]  INFO -- : (0.000246s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:53:44.704583 #26634]  INFO -- : (0.000222s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:53:44.704933 #26634]  INFO -- : (0.000189s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:53:44.705283 #26634]  INFO -- : (0.000180s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:56:21.331021 #26634]  INFO -- : (0.000395s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T16:56:21.331536 #26634]  INFO -- : (0.000240s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:56:21.331980 #26634]  INFO -- : (0.000232s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:56:21.332356 #26634]  INFO -- : (0.000203s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T16:56:21.332716 #26634]  INFO -- : (0.000196s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:00:04.319733 #26634]  INFO -- : (0.000491s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:00:04.320460 #26634]  INFO -- : (0.000370s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:00:04.321154 #26634]  INFO -- : (0.000422s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:00:04.321747 #26634]  INFO -- : (0.000324s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:00:04.322349 #26634]  INFO -- : (0.000336s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:00:21.585647 #26634]  INFO -- : (0.000206s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:00:21.585911 #26634]  INFO -- : (0.000114s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:00:21.586117 #26634]  INFO -- : (0.000108s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:00:21.586311 #26634]  INFO -- : (0.000108s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:00:21.586485 #26634]  INFO -- : (0.000091s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:01:56.922413 #26634]  INFO -- : (0.000327s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:01:56.922912 #26634]  INFO -- : (0.000249s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:01:56.923319 #26634]  INFO -- : (0.000224s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:01:56.923667 #26634]  INFO -- : (0.000189s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:01:56.924020 #26634]  INFO -- : (0.000200s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:02:20.691142 #26634]  INFO -- : (0.000211s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:02:20.691424 #26634]  INFO -- : (0.000127s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:02:20.691647 #26634]  INFO -- : (0.000121s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:02:20.691853 #26634]  INFO -- : (0.000107s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:02:20.692041 #26634]  INFO -- : (0.000103s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:03:18.070318 #26634]  INFO -- : (0.000181s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:03:18.070578 #26634]  INFO -- : (0.000116s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:03:18.070804 #26634]  INFO -- : (0.000134s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:03:18.070977 #26634]  INFO -- : (0.000094s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:03:18.071143 #26634]  INFO -- : (0.000090s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:03:32.974951 #26634]  INFO -- : (0.000434s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:03:32.975523 #26634]  INFO -- : (0.000270s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:03:32.976024 #26634]  INFO -- : (0.000253s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:03:32.976508 #26634]  INFO -- : (0.000241s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:03:32.976947 #26634]  INFO -- : (0.000222s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:04:09.500497 #26634]  INFO -- : (0.000200s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:04:09.500800 #26634]  INFO -- : (0.000133s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:04:09.501022 #26634]  INFO -- : (0.000122s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:04:09.501225 #26634]  INFO -- : (0.000111s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:04:09.501420 #26634]  INFO -- : (0.000104s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:05:18.205600 #26634]  INFO -- : (0.000192s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:05:18.205873 #26634]  INFO -- : (0.000123s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:05:18.206083 #26634]  INFO -- : (0.000106s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:05:18.206272 #26634]  INFO -- : (0.000108s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:05:18.206441 #26634]  INFO -- : (0.000091s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:05:29.042038 #26634]  INFO -- : (0.000188s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:05:29.042299 #26634]  INFO -- : (0.000111s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:05:29.042500 #26634]  INFO -- : (0.000110s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:05:29.042675 #26634]  INFO -- : (0.000096s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:05:29.042878 #26634]  INFO -- : (0.000093s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:05:56.583481 #26634]  INFO -- : (0.000192s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:05:56.583738 #26634]  INFO -- : (0.000114s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:05:56.583947 #26634]  INFO -- : (0.000118s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:05:56.584122 #26634]  INFO -- : (0.000097s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:05:56.584289 #26634]  INFO -- : (0.000089s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:06:12.101309 #26634]  INFO -- : (0.000189s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:06:12.101573 #26634]  INFO -- : (0.000122s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:06:12.101799 #26634]  INFO -- : (0.000115s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:06:12.102006 #26634]  INFO -- : (0.000104s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:06:12.102191 #26634]  INFO -- : (0.000098s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:06:23.853742 #26634]  INFO -- : (0.000192s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:06:23.854007 #26634]  INFO -- : (0.000115s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:06:23.854229 #26634]  INFO -- : (0.000108s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:06:23.854416 #26634]  INFO -- : (0.000100s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:06:23.854592 #26634]  INFO -- : (0.000094s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:06:45.645092 #26634]  INFO -- : (0.000194s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:06:45.645359 #26634]  INFO -- : (0.000114s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:06:45.645592 #26634]  INFO -- : (0.000108s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:06:45.645772 #26634]  INFO -- : (0.000095s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:06:45.645953 #26634]  INFO -- : (0.000098s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:07:12.826957 #26634]  INFO -- : (0.000228s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:07:12.827232 #26634]  INFO -- : (0.000129s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:07:12.827436 #26634]  INFO -- : (0.000108s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:07:12.827614 #26634]  INFO -- : (0.000098s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:07:12.827803 #26634]  INFO -- : (0.000092s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:07:25.829541 #26634]  INFO -- : (0.000176s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:07:25.829823 #26634]  INFO -- : (0.000109s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:07:25.830028 #26634]  INFO -- : (0.000103s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:07:25.830211 #26634]  INFO -- : (0.000094s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:07:25.830406 #26634]  INFO -- : (0.000089s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:10:01.298820 #26634]  INFO -- : (0.000255s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:10:01.299105 #26634]  INFO -- : (0.000134s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:10:01.299312 #26634]  INFO -- : (0.000108s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:10:01.299508 #26634]  INFO -- : (0.000098s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:10:01.299710 #26634]  INFO -- : (0.000118s) SELECT * FROM `coding_activity_futures_polls` WHERE (`coding_activity_futures_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:10:52.661427 #26634]  INFO -- : (0.000204s) SELECT * FROM `coding_activity_contexts_polls`
I, [2017-02-06T17:10:52.661711 #26634]  INFO -- : (0.000133s) SELECT * FROM `coding_activity_teacher_skills_polls` WHERE (`coding_activity_teacher_skills_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:10:52.661921 #26634]  INFO -- : (0.000110s) SELECT * FROM `coding_activity_projects_polls` WHERE (`coding_activity_projects_polls`.`context_id` = 1) LIMIT 1
I, [2017-02-06T17:10:52.662192 #26634]  INFO -- : (0.000156s) SELECT * FROM `coding_activity_ratings_polls` WHERE (`coding_activity_ratings_polls`.`context_id` = 1) LIMIT 1
